product_id,content,customer_id,user_name,stars,comment_id
66698583,"giao hàng nhanh, hàng đẹp good",5625405,Hải Linh,5,4931672
66698583,,10220160,Nguyễn Thị Hòa ,3,5142551
66698583,,279365,Nguyễn Phạm Minh Hiếu,5,5141529
66698583,,500436,Lê Nguyễn,5,5111982
66698583,,17478494,hai leminh,5,5111664
66698583,,16608852,Hoàng Phúc,5,5008954
66698583,,6371947,Hieu Bien,5,4997299
66698583,,18230272,Trường Thọ,4,4977539
66698583,,7847339,Trần Nhung,5,4971953
66698583,,16571088,Luna Qunh Anh,5,4948053
66698583,,17517042,Hoàng Phúc,5,4918088
66698583,,17273124,Tạ Quốc Vinh,4,4895571
51251718,"Hix sao rõ là sản phẩm ghi có tặng postcard mà mình về mở ra không thấy, mình là dân thích sưu tầm nên thích mấy cái đó lắm.
Mua từ tập 1 tới giờ đây là lần đầu bị thế này, mấy tập kia đều có đầy đủ.
Tiki có thể giúp mình bổ sung lại không.",1586787,Đinh Lê Hoàng Tài,2,3690133
51251718,"Chất lượng của IPM rất xịn xò , ngon nghẻ  , nội dung cực siêu phẩm , bìa đẹp và tập nì là 1 bất ngờ lớn . Tuyệt lắm !",14465307,Phan Nguyễn Phương Khánh,5,3617885
51251718,"Sách đẹp khá ổn ,nhưng mik cực kị mấy cuốn sách nhăn,lần này giao hàng đa số vì bọc ni lông không kĩ nên  móp ở góc sách,nhưng mik đã duỗi ra nên tạm thời khá hài lòng!",11138868,Quach Vi Quan,3,3660728
51251718,"Mình đặt vol 8 ver đen nhưng lúc giao lại là ver trắng, hơn thế còn bị bóc sẵn và k có card???!! Thất vọng!!",17755422,Lê Thảo,1,4261944
51251718,"Truyện đẹp, có postcard đầy đủ. Chưa đọc nhưng chắc tập này cũng sẽ hay như mấy tập khác.",7480895,Bỉ Ngạn ,5,3926606
51251718,"Mua 7 tập liên tiếp nhưng riêng tập 8 bị mất bìa bọc ngoài, vẫn đánh giá 5 sao vì vẫn còn portcard và không bị nát.",8557851,Minh Lương,5,4752648
51251718,Đang sưu tầm bộ ngon seal tự nhiên cuốn này bị rách seal còn bị dán tem trong nữa!! Bảo quản hàng chán,17902816,Nguyễn Vy,1,4386536
51251718,"Đóng gói chắc chắn. Ship hàng nhanh, tối qua đặt, trưa nay đã có.",12569795,Nguyễn Bảo Trâm,5,3655920
51251718,"k cs postcard, mk mua bản màu trắng chỉ để sưu tầm th ý ,Mà lại k cs, bực thật sự",7588124,Võ Thị Minh Nhi,2,4479082
51251718,"Giao hàng nhanh,sách còn nguyên ven.Truyện vẽ đẹp và nội dung rất hay",17396614,Berthan Tran,5,3912917
51251718,"Chất lượng sách đẹp, đóng gói cẩn thận, giao hàng rất nhanh",541951,vũ minh quân,5,3940353
51251718,Cẩn thận,6848367,Nghiêm Thị Hồng,5,4460970
51251718,"vô cùng hay, tập này hấp dẫn cực, cơ mà ko có posstcard :(",17982788,Nightcore Tado,5,4450577
51251718,"Đợi quá lâu, cần phải nhanh chóng, hàng OK, bao bì đầy đủ",10416697,Thuy Vy,3,3911253
51251718,"Giao hàng nhanh, sách còn nguyên màn co, đóng gói cẩn thận",15701232,Pham Sang,5,3695978
51251718,bị bóc seal =(( còn ko có card,1407482,kurochin,4,4882494
51251718,"Gói hàng chắc chắn 
Giao hàng nhanh",12269768,Sơn Kim,5,3651385
51251718,,13853819,Nguyễn Minh Đức ,5,3699852
51251718,k có poscard bên trong,2006894,Anh Tuấn,1,4219395
51251718,Good,16580089,Khang Nguyen,5,4920536
51251718,tốt,7857820,Phạm Thành Trung ,5,4523898
51251718,,18717889,Kim Ngân,5,5135195
51251718,,349956,Trần Đạt,5,4982858
51251718,,18346321,Nguyễn đạt ,3,4940447
51251718,,18039867,Trang Thư Thu,5,4934422
51251718,,16944666,Trần Quang Minh,5,4924648
51251718,,1405520,Lê Thành Trung,5,4888511
51251718,,5962045,Trần phước trí,5,4785507
51251718,,13293065,Lưu Huyền Lân,5,4733887
51251718,,274812,Nguyễn Đức Tuấn,5,4641354
51251718,,14076078,Hoàng Vy,5,4578497
51251718,,11726157,Nguyễn Phương Loan,4,4503530
51251718,,15146209,Khánh Ngọc,5,4492330
51251718,,1175745,Đậu Đỏ,5,4488788
51251718,,7146885,Trần Thị Xuân Mai,5,4411198
51251718,,12667816,Hoàng Thị Thu Huyền,5,4294750
51251718,,5290502,Quốc Hiển,5,4293698
51251718,,17708679,quỳnh vũ,4,4261375
51251718,,15011401,Bé sa mưa giông,5,4238005
51251718,,8349710,Nguyễn Thị Bích Trâm,5,4219198
51251718,,1901214,Nguyễn Huy Phúc,5,4160667
51251718,,15927880,Nguyễn Thị Thịnh Minh,5,4143991
51251718,,17122464,Lê Nguyễn Minh Khuê,5,4141849
51251718,,12841334,Nguyen Minh Thanh,5,4135824
51251718,,12358220,Nguyễn Mai Phương,5,4126349
51251718,,11851287,Nguyễn Hữu Vinh,5,4095943
51251718,,17720481,Nguyễn Minh Anh,5,4055136
51251718,,5821344,Vũ Hoàng Hải,5,4043262
51251718,,15219463,Nguyễn Nga,5,4039531
51251718,,6845939,Hà Bích Quân,5,4038991
51251718,,6132327,Sau Sau Nguyen,4,4004231
51251718,,8526563,Huynh Bành Quang,5,3928184
51251718,,8741122,Ngân Phan,5,3901653
51251718,,13916350,phạm bảo khánh,5,3890609
51251718,,14198730,Nguyễn Phạm Tường Vi,5,3795722
51251718,,17444729,Phạm Loan,5,3737965
51251718,,17206042,Trần Bảo Anh,5,3736798
51251718,,15964434,Hoang Chinh,5,3725200
51251718,,13782825,Trung Nguyễn,5,3713701
51251718,,13181005,Minh Vũ,5,3697393
51251718,,6823708,Hien Candy,5,3689801
51251718,,16190854,Khách Hàng,5,3673525
58340179,combo bookcare mà k bọc hoài.mua tiki để đc bọc sách thôi mà lại thế,1386985,Nguyễn Vũ Vũ,1,4937661
58340179,,5582356,Trần Đức Duy,5,5045230
58340179,,235536,Lê Hữu Huy,5,5005931
58340179,,1038576,H P,5,4822010
58340179,,17842616,Phạm Đình Cường,5,4764473
58340179,,103836,Nguyễn Hồng Trung,4,4706508
58340179,,8729451,Ngoc Thanh,5,4705349
58340179,,5255399,Nhật Khánh,5,4634477
58340179,,7989604,Vui Lê,5,4578644
58340179,,316544,Tiểu Myn Myn,5,4520414
58340179,,7210531,Khánh Hưng,5,4488164
58340179,,200034,Tran Tuyet Mai,5,4337967
58340179,,14676622,Quang Thái Nguyễn,5,4322225
58340179,,750014,Nguyễn Nhật,5,4312962
58340179,,13681031,Ngô Ngọc Dũng,2,4278212
58340179,,810770,H O P E,5,4274364
58340179,,9878424,Nguyễn Duy Tùng,5,4248761
10731226,"Truyện còn mới, tốt, rẻ hơn được 2k. 
Mình đặt hàng thứ 5 và thứ 2 là ngày giao hàng. Không hiểu vì sao đến thứ 2 trạng thái vẫn là tiki đã tiếp nhận. Cho đến khi mình ib page thì mới xem đơn hàng mình. Mình đã mua rất nhiều nhưng mới chỉ gặp trường hợp như thế lần đầu. Rất bực mình.",13483666,Nguyễn Công Thành,3,3696652
10731226,Mình đã sưu tập đủ bộ conan mà chỉ thiếu tập 93. Nhờ tiki mà giờ đã đủ 97 tập rồi ^^ chất lượng sách của tiki thì đỉnh rùi,7707723,Lan Hương,5,4628948
10731226,"Sách tiki giao nhanh. Bản đẹp. Vô cùng hài lòng.
Lần nào cũng tin tưởng mua tiki",2121092,Thao Nguyen,5,2728911
10731226,"Làm ăn kiểu gì đây tiki? Sách in ngược, không đánh số trang mà đem bán hả?",377454,Hồ Minh Hải,1,2652775
10731226,"Truyện được đóng gói cẩn thận, giao trước thời gian dự kiến",9079034,Lê Mi,5,3016377
10731226,"giao hàng nhanh,chất lượng tốt,cực kì hài lòng,sẽ tiếp tục ủng hộ tiki",13886765,Cảnh An Ngôn,5,3025617
10731226,Truyện rất được nhưng chắc do vận chuyển nên hơi bị móp méo một ít,11616270,Vân Nguyễn,4,2574292
10731226,"Giao hàng, đóng gói, chất lượng sản phẩm đều ok",295254,Nguyễn Thị Anh Thư,5,3648681
10731226,Giao hàng nhanh mình rất ưng ý. Truyện ko bị lỗi chút nào,15906539,Nguyễn Phương Thảo,5,2954519
10731226,"giao hàng nhanh 
sản phẩm đẹp 🌟 
nên mk cho 5 🌟",15697977,Minz Nguyễn hoàng thiên ,5,3106363
10731226,"Tiki đóng gói hàng tốt ,giao hàng nhanh , like vẫn sẽ tiếp tục ung hộ Tiki...",5883299,TRẦN TRIỀU PHÚC,5,2085539
10731226,Chất lượng giấy và mực in không tốt!,8083754,Hùng,2,3367900
10731226,"Giao hàng đúng hẹn, bọc sách đẹp.",11804,Hồ Thị Khánh Vân,5,3412434
10731226,Thíchhhhhhhhhhhhhhhhhhhhhhhhhhhhhh  h hhhhhhhhhhhhh ❤❤,11712925,Sa Ly,5,2515654
10731226,giao hàng nhanh truyện còn mới,16929505,Cuc Nguyen,4,3283284
10731226,shipper thói thiếu tiền,17818680,Trúc Phương,1,4243165
10731226,"Đóng gói đẹp, giao hàng nhanh",14424729,Hồ Thanh Trúc,5,3207109
10731226,Tot,15765563,Gia Linh,5,5123165
10731226,,12856139,thuỳ minh,5,4876026
10731226,,17860575,Nguyễn Thu Hiền,5,4766492
10731226,tot,8227102,Phi Dinh Hoang Anh,5,4174840
10731226,,12413834,Vo thi hong van,5,4599903
10731226,,7198818,Mỹ Hoa,5,4592822
10731226,,6509122,Nhật Linh,4,4580558
10731226,,391561,am amelia,5,4568785
10731226,,6815544,Nguyễn Ngọc Mai,5,4567726
10731226,,1547283,phạm thị thiết,5,4515029
10731226,,1680311,Trần Hồng Oanh,5,4309141
10731226,,6430927,Nguyễn Ngọc Anh,5,4299568
10731226,,6010691,Đỗ Lê Hương Thảo,5,4272697
10731226,,11728231,Ngọc Quách,5,4161317
10731226,,6081317,Bình Nguyễn,5,4099516
10731226,,5754402,Zalo Hồ Công Quỳnh,5,3976564
10731226,,12225000,Vũ Hà,4,3968953
10731226,,810984,Nguyen Thi Quynh Ngoc,4,3959034
10731226,,16673842,Mei Narumiya,5,3933200
10731226,,6889838,Nguyễn Thị Thúy,5,3870644
10731226,,8885375,Trần Thị Minh Tâm,5,3802909
10731226,,17029943,Nguyễn Trung Nguyên,5,3739926
10731226,,15273597,Ngô Thị Vân,5,3702028
10731226,,6875669,Đặng Phương,5,3673992
55935594,"truyện dễ thương lắm mọi người ơi. đọc xong thấy yêu đời, yêu người lắm. nhẹ nhàng, ấm áp nhưng không kém phần hài hướ, tươi vui. đã lâu lắm rồi mình mới đọc được 1 bộ truyện ý nghĩa đến thế. nhiệt liệt recommend nha",1070,P Mai,5,4206028
55935594,"Chất lượng sách đẹp, đóng gói cẩn thận, giao hàng rất nhanh",541951,vũ minh quân,5,3940346
55935594,đẹp,14384841,Sói Già Ngây Thơ,5,4328412
55935594,,1018637,Uyên Trần,5,5114368
55935594,,8996083,Nguyễn Huyền Trang,5,5029474
55935594,,5962045,Trần phước trí,5,4785544
55935594,,5451103,Nguyễn Thế Hào,5,4784259
55935594,,594094,nguyễn tô ngọc thanh,5,4733192
55935594,,1252428,Ngọc Hiếu,5,4493533
55935594,,13012574,Nguyễn Ngọc Bảo Trân,5,4445289
55935594,,8053479,Thảo Nhi,5,4316401
55935594,,17875367,An Phạm,5,4272618
55935594,,875508,Huỳnh Trung Chánh,5,4119344
55935594,,13959225,Phạm thị mỹ linh,5,4002494
55935594,,6978781,Ngoc Dieu Pham,5,3917372
60179261,,18054243,Mai Nguyễn,5,4703096
58340167,gói hàng quá kém,449869,Quang Vũ ,1,4233452
58340167,,9139113,Trần Huy,5,5099132
58340167,,18496231,Trần Sang,5,5087578
58340167,,5525362,Trần Đức Khánh Duy,5,4571136
58340167,,9085518,Minh Nhật,5,4453201
58340167,,1621500,Võ Hồng Tuấn Anh,5,4452704
58340167,,7146885,Trần Thị Xuân Mai,5,4448275
58340167,,7887912,Mạnh Thường Quân,5,4433617
58340167,,17890564,QUANG KHANH Pham,5,4306702
58340167,,14188515,PhátLê,5,4295063
58340167,,9919760,Phạm Thảo Hương Ly,5,4263259
58340167,,9878424,Nguyễn Duy Tùng,5,4248770
58340167,,9294133,Trần Huy Bảo,5,4236040
57805747,"Trong tập này, khi chân của Ishizaki bị chấn thương, lúc bắt đầu hiệp phụ thứ 1, Misaki Taro vào thế phối hợp với Tsubasa thì bị mất đoạn này.",18042880,Nguyễn Anh Duy,2,4562053
57805747,,18496231,Trần Sang,5,5087573
57805747,,5525362,Trần Đức Khánh Duy,5,4571131
57805747,,12978978,Nguyễn Tường Anh,5,4459185
57805747,,9085518,Minh Nhật,5,4453196
57805747,,1621500,Võ Hồng Tuấn Anh,5,4452699
57805747,,7887912,Mạnh Thường Quân,5,4433618
57805747,,7146885,Trần Thị Xuân Mai,1,4295639
57805747,,1388016,Nguyễn Thế Hải,5,4371097
57805747,,16780198,Thuy Nga Nguyen,5,4283048
57805747,,9294133,Trần Huy Bảo,5,4236043
57805747,,5774,Hồ Việt Hải,5,4154803
57805747,,5582356,Trần Đức Duy,5,4146666
57805747,,5742097,Trần Công Phú,5,4132542
65589057,,15747912,Đồng Thị Khánh,5,4958511
57233223,,7573880,Lương Quang,5,4723436
57233223,,6114977,Huynh Anh,4,4653682
57233223,,5976741,Châu Giang,4,4155423
50239379,"truyện dễ thương lắm mọi người ơi. đọc xong thấy yêu đời, yêu người lắm. nhẹ nhàng, ấm áp nhưng không kém phần hài hướ, tươi vui. đã lâu lắm rồi mình mới đọc được 1 bộ truyện ý nghĩa đến thế. nhiệt liệt recommend nha.",1070,P Mai,5,4206008
50239379,"hay, gần gũi, dễ thương, hài hước,hay, gần gũi, dễ thương, hài hướchay, gần gũi, dễ thương, hài hướchay, gần gũi, dễ thương, hài hướchay, gần gũi, dễ thương, hài hước, Giao nhanh, ko bị hư tổn",7629734,Bảo Ngọc ,5,4655058
50239379,"sản phẩm tuyệt vời không thể chê
giao hàng nhanh mong có tập 6 để hốt tiếp",10989149,Đặng Hồng Như Ý,5,3353110
50239379,Chất lượng sách đẹp. Giao hàng rất nhanh. Mình rất hài lòng với dịch vụ của tiki.,541951,vũ minh quân,5,3727531
50239379,"thể loại đời thường nhẹ nhàng, hài hước, đọc rất giải trí",5892697,Hoàng Dũng,5,3739327
50239379,"Truyện đẹp, giao hàng nhanh 👍🏻",925370,Lê Huy,5,3476504
50239379,Chuyện rất hay và ý nghĩa,17258844,Nguyễn Hiền Mai,5,3650492
50239379,hơi bẩn,13695140,Hoangha linh,5,3993884
50239379,,1581565,Nguyễn Lâm Thanh Thảo,5,5143615
50239379,,8996083,Nguyễn Huyền Trang,5,5029477
50239379,,5962045,Trần phước trí,5,4785589
50239379,,594094,nguyễn tô ngọc thanh,5,4733199
50239379,,15750755,Vũ Tiến Đạt,5,4621987
50239379,,1436990,Giang Thanh Thao,5,4588797
50239379,,6860604,Nguyễn Huỳnh Nam Phương,5,4583665
50239379,,17696173,Nguyễn An,5,4458630
50239379,,12183181,Võ Minh Quân,5,4377026
50239379,,17875367,An Phạm,5,4272614
50239379,,998681,Hoàng Phước Thủy Tiên,5,4123717
50239379,,6352179,Hikaru Ayoka,5,3867448
50239379,,11612387,Phong Văn,5,3728379
20296498,tôi mua bản đặc biệt mà giao bản thường nhưng vẫn tính tiền bản đặc biệt. Mong shop giải quyết,10363370,Đỗ Linh,1,2944852
20296498,"Tiki giao hàng nhanh, sau 1 hôm đã ship. mình mua đợt sale 45% nên giá cực tốt so với mua ở hiệu sách bình thường.",509146,Nguyễn Mai Chi,5,3180886
20296498,"Sách gửi nhanh, chưa tới 1 ngày mình đã nhận được rồi, quà postcard và bao truyện cũng đầy đủ. Truyện đẹp, nói chung mình rất hài lòng.",311330,Vương Trà My,5,3295531
20296498,"Tiki giao hàng nhanh, sản phẩm không bị lỗi gì hết, mình mua bản đặc biệt được tặng cả 2 postcard luôn này",10466961,Hồ Cẩm Ly,5,2951507
20296498,"Hàng đầy đủ postcard bìa còn rất đẹp & mới, nội dug thì khỏi bàn rồi",9082859,Dân Chung,5,2353075
20296498,"Hàng đẹp, không lỗi lầm. Mình lười chụp ảnh mọi người thông cảm. Cũng không khác trong hình là mấy đâu.",6741538,Nguyễn Quốc Việt,5,2619596
20296498,Bản thông thường ko được tặng flashcard màu nên hơi buồn. Truyện vẫn xuất sắc như ngày nào.,65533,Lâm Ngọc Thuỳ Trâm,5,2492458
20296498,"Tiki giao rất nhanh, bao sách đẹp và cẩn thận, giấy tốt khỏi chê, truyện hay",1457069,Trần Hà Thanh Vy,5,2973705
20296498,"Sách mới, có đầy đủ bookmark và giao hàng rất nhanh !",6076471,Nguyễn Thiên Ân,5,2352916
20296498,"Giao hàng tiki siêu nhanh, sách chất lượng miễn bàn luôn 😍",5521264,Phạm Sơn Nam,5,3099278
20296498,"sách mới tinh, dc bọc bookcare sẵn dù mình ko đăng ký",12076237,Thu HIỀN,5,3522347
20296498,"full box, đẹp. giá như lần nào mua cũng như lần này",631363,Tùng Phan,5,3195500
20296498,"nếu không bị vấn đề gì về kho thì giao rất nhanh, hàng đủ pk",12231054,Rocky Chan,5,2360948
20296498,"Chất lượng tốt, giao hàng nhanh, đầy đủ card bên trong",5016,Nguyễn Phương Hoa,5,2704435
20296498,tiki giao hàng nhanh nhưng phần gáy truyện bị trầy 1 xíu,10236598,Phạm Trung Hiếu,4,2719618
20296498,"Truyện hay, giao hàng nhanh, bọc cẩn thận, không lỗi gì",1945826,Nguyễn Ngân Giang,5,2641334
20296498,hàng giao sớm hơn dự kiến,10640473,Au Thành Đạt,5,3394133
20296498,,18467856,Nguyễn Trường,5,4944317
20296498,,12841334,Nguyen Minh Thanh,5,4649433
20296498,,16156588,Nguyễn Thanh Hiền,5,4613366
20296498,,8013196,An Thế Anh,2,4447917
20296498,,5540448,Nguyễn hồng phương,5,3895531
20296498,,16995012,Trần Hải Mi,5,3727316
20296498,,80612,Ngô Lan Phương,5,3716571
43986343,Gáy sách hơi bị bẩn tí vì dính keo. Chất lượng nhìn chung ok. Tiki bảo quản sách tốt.,500330,Nguyễn Thành Long,4,2860221
43986343,"Truyện mới tinh, tiki đóng hộp giao hàng nhanh. Rất thích.",316783,Nguyễn Yến,5,2842258
43986343,"Truyện hài, đẹp. Pippi siêu dễ thương, lầy lội, ham ăn.. đọc cười bể bung",5674560,Nguyen kim chi,5,2811901
43986343,nội dung k phải bàn. truyện đc đóng gói cẩn thận k nhăn góc hay trầy xướt.,2006156,Thúy Vy,5,2800545
43986343,"bìa rất đẹp ,truyện buồn cười và hay",16727914,Trần Thị Huyền,5,3621832
43986343,"Sản phẩm đóng gói chắc chắn, cẩn thận",16866958,Đặng Thị Sen,5,3412258
